AllAuthors,FirstName1stAuthor,Gender,Place,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17
"['Giovanni Capizzi', ' Davide Rocchesso and Stefano Baldan']",Giovanni,male,Italy,2020,2,#60. Streams as Seams: Carving trajectories out of the time-frequency matrix,ICMC,Davide,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
['Adrián Barahona-Ríos and Sandra Pauletto'],Adrián,None,Italy,2020,1,#83. Synthesising knocking sound effects using conditional WaveGAN,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
['Leonardo Fierro and Vesa Välimäki'],Leonardo,male,Italy,2020,1,#133. Towards objective evaluation of audio time-scale modification methods,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Emma Frid', ' Roberto Bresin', ' Simon Alexandersson ']",Emma,female,Cyprus ,2018,3,Perception of Mechanical Sounds Inherent to Expressive Gestures of a NAO Robot - p.43 Implications for Movement Sonification of Humanoids.,ICMC,Roberto,male,Simon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.99,0.98,,,,,,,,,,,,,,,
"[' Joe Fitzpatrick', ' Flaithri Neff ']",Joe,male,Cyprus ,2018,2,Stream Segregation: Utilizing Harmonic Variance in Auditory Graphs,ICMC,Flaithri,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.0,,,,,,,,,,,,,,,,
"['Mitsuyo Hashida', ' Eita Nakamura', ' Haruhiro Katayose ']",Mitsuyo,female,Cyprus ,2018,3,CrestMusePEDB 2nd EDITION: MUSIC PERFORMANCE DATABASE WITH PHRASE p.60 INFORMATION.,ICMC,Eita,male,Haruhiro,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.73,1.0,,,,,,,,,,,,,,,
"['Zuzana Cenkerova', ' Martin Hartmann', ' Petri Toiviainen ']",Zuzana,female,Cyprus ,2018,3,Crossing Phrase Boundaries in Music. ,ICMC,Martin,male,Petri,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,0.84,,,,,,,,,,,,,,,
"['Hugo Scurto', ' Frédéric Bevilacqua', ' Baptiste Caramiaux ']",Hugo,male,Cyprus ,2018,3,Perceiving Agent Collaborative Sonic Exploration in Interactive Reinforcement p.72 Learning.,ICMC,Frédéric,male,Baptiste,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,0.99,,,,,,,,,,,,,,,
"['Federico Fontana', ' Federico Avanzini', ' Stefano Papetti ']",Federico,male,Cyprus ,2018,3,Evidence of Lateralization Cues in Grand and Upright Piano Sounds. p.80,ICMC,Federico,male,Stefano,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,,,,,,,,,,,,,,,
"['Erik Sikström', ' Michele Geronazzo', ' Jari Kleimola', ' Federico Avanzini', ' Amalia de Götzen', ' Stefania Serafin']",Erik,male,Cyprus ,2018,6,Virtual Reality Exploration with Different Head-Related Transfer Functions. p.85,ICMC,Michele,male,Jari,male,Federico,male,Amalia,female,Stefania,female,,,,,,,,,,,,,,,,,,,,,,,0.99,0.86,0.97,0.99,0.98,0.99,,,,,,,,,,,,
['Jan-Torsten Milde'],Jan-Torsten,None,Cyprus ,2018,1,A system for spacial audio using synchronized mobile devices. p.93,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
"['Xenofon Karakonstantis', ' Konstantinos Bakogiannis', ' George Cambourakis', ' Anastasia Georgaki']",Xenofon,male,Cyprus,2018,4,Time lapse video sonification; watching and listening to events unfolding.,ICMC,Konstantinos,male,George,male,Anastasia,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,0.98,0.98,,,,,,,,,,,,,,
"['Gareth W. Young', ' Siobhán Mannion', ' Sara Wentworth ']",Gareth,male,Cyprus ,2018,3,Evoking Places from Spaces: The application of Multimodal Narrative Techniques in the p.103 Creation of “U - Modified”.,ICMC,Siobhán,None,Sara,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.0,0.98,,,,,,,,,,,,,,,
"['Christine Steinmeie', ' Christine Steinmeie']",Christine,female,Cyprus ,2018,2,"Towards Creating an Augmented Handpan using Leap Motion. p.108 Christine Steinmeier, Dominic Becking",ICMC,Christine,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
['Nikos Stavropoulos '],Nikos,male,Cyprus ,2018,1,Inside the intimate zone: The case of aural micro-space in multichannel compositional practice.,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Theofani Sklirou', ' Areti Andreopoulou', ' Anastasia Georgaki ']",Theofani,female,Cyprus ,2018,3,Teaching Programming in Secondary Education through Sound. ,ICMC,Areti,female,Anastasia,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.98,0.98,,,,,,,,,,,,,,,
"['Stefania Serafin', ' Sofia Dahl', ' Roberto Bresin Alexander Refsum Jensenius', ' Runar Unnthorsson', ' Vesa Valimaki ']",Stefania,female,Cyprus ,2018,5,NordicSMC: a Nordic University Hub on Sound and Music Computing. ,ICMC,Sofia,female,Roberto,male,Runar,male,Vesa,male,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,0.99,1.0,0.86,,,,,,,,,,,,,
"['Laurel Pardue', ' Andrew McPherson', ' Dan Overholt ']",Laurel,female,Cyprus ,2018,3,Improving the Instrumental Learning Experience through Complexity Management ,ICMC,Andrew,male,Dan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.99,0.95,,,,,,,,,,,,,,,
"['Gergely Csapo', ' Jonas Holfelt ', ' Peter Bruun', ' Stefania Serafin ']",Gergely,male,Cyprus ,2018,4,Fiddl: Evaluation of a Smartphone Based Application Designed for a Music Workshop for Children.,ICMC,Jonas,male,Peter,male,Stefania,female,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.99,0.99,0.99,,,,,,,,,,,,,,
"['Elliot K. Canfield-Dafilou', ' Eoin Callery', ' Christopher Jette ']",Elliot,male,Cyprus ,2018,3,A Portable Impulse Response Measurement System. ,ICMC,Eoin,male,Christopher,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.98,0.99,,,,,,,,,,,,,,,
"['Zacharias Vamvakousis', ' Alfonso Perez Carrillo', ' Rafael Ramirez ']",Zacharias,male,Cyprus ,2018,3,Acquisition of Violin Instrumental Gestures Using an Infrared Depth. Camera. ,ICMC,Alfonso,male,Rafael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,0.99,,,,,,,,,,,,,,,
"['Brandon Westergaard', ' Timothy Hsu ']",Brandon,male,Cyprus ,2018,2,Simulating the Acoustic Environment of Two Historical Viennese Theaters. ,ICMC,Timothy,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
['Thibaut Carpentier '],Thibaut,male,Cyprus ,2018,1,A new implementation of Spat in Max. ,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Anastassia Andreasen', ' Jelisaveta Zovnercuka', ' Kristians Konovalovs', ' Michele Geronazzo', ' Stefania Serafin', ' Razvan Paisa ']",Anastassia,female,Cyprus ,2018,6,Navigate as a Bat. Real-Time Echolocation System in Virtual Reality. ,ICMC,Jelisaveta,female,Kristians,male,Michele,male,Stefania,female,Razvan,male,,,,,,,,,,,,,,,,,,,,,,,0.97,0.92,1.0,0.86,0.99,1.0,,,,,,,,,,,,
"['Matteo Lionello', ' Hendrik Purwins', ' Luca Pietrogrande', ' Mohamed Abou-Zleikha ']",Matteo,male,Cyprus ,2018,4,Interactive Exploration of Musical Space with Parametric t-SNE. ,ICMC,Hendrik,male,Luca,male,Mohamed,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.96,0.98,,,,,,,,,,,,,,
['Oswaldo Emiddio Vasquez Hadjilyra '],Oswaldo,male,Cyprus ,2018,1,You Are Here: Sonic Crossings and Time Indeterminacy within the Buffer Zone. ,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
"['Tomas Gajarsky', ' Hendrik Purwins ']",Tomas,male,Cyprus ,2018,2,An Xception Residual Recurrent Neural Network for Audio Event Detection and Tagging.,ICMC,Hendrik,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
"['Asmita Poddar', ' Eva Zangerle', ' Yi-Hsuan Yang ']",Asmita,female,Cyprus ,2018,3,#nowplaying-RS: A New Benchmark Dataset for Building Context-Aware Music Recommender Systems.,ICMC,Eva,female,Yi-Hsuan,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.98,0.71,,,,,,,,,,,,,,,
"['Benjamin Matuszewski', ' Frédéric Bevilacqua ']",Benjamin,male,Cyprus ,2018,2,Toward a Web of Audio Things. ,ICMC,Frédéric,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,,,,,,,,,,,,,,,,
"['Nick Bouris', ' Achilleas Chaldaeakes', ' Anastasia Georgaki ']",Nick,male,Cyprus ,2018,3,Analyzing and Classifying Guitarists from ,ICMC,Achilleas,male,Anastasia,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,0.98,,,,,,,,,,,,,,,
"['Furkan Yesiler', ' Baris Bozkurt', ' Xavier Serra ']",Furkan,male,Cyprus ,2018,3,Makam Recognition Using Extended Pitch Distribution Features and Multi-Layer Perceptrons.,ICMC,Baris,male,Xavier,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.98,0.99,,,,,,,,,,,,,,,
"['Adriano Baratè', ' Davide Andrea Mauro', ' Goffredo Haus', ' Luca Andrea Ludovico ']",Adriano,male,Cyprus ,2018,4,Formalizing Schoenberg’s Fundamentals of Musical Composition through Petri Nets. ,ICMC,Davide,male,Goffredo,male,Luca,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.96,0.96,,,,,,,,,,,,,,
"['Diemo Schwarz', ' Daniel Schindler', ' Severino Spadavecchia ']",Diemo,male,Cyprus ,2018,3,A Heuristic Algorithm for DJ Cue Point Estimation. ,ICMC,Daniel,male,Severino,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.99,0.98,,,,,,,,,,,,,,,
"['Eduardo Fonseca', ' Rong Gong', ' Xavier Serra ']",Eduardo,male,Cyprus ,2018,3,A Simple Fusion of Deep and Shallow Learning for Acoustic Scene Classification. ,ICMC,Rong,male,Xavier,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.59,0.99,,,,,,,,,,,,,,,
"['Marcelo Queiroz', ' Guilherme Jun Yoshimura ']",Marcelo,male,Cyprus ,2018,2,Relative DTW Embedding for Binary Classification of Audio Data. ,ICMC,Guilherme,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
"['Rameel Sethi', ' Noah Weninger', ' Abram Hindle', ' Vadim Bulitko', ' Michael Frishkopf ']",Rameel,male,Cyprus ,2018,5,Training Deep Convolutional Networks with Unlimited Synthesis of Musical Examples for Multiple Instrument Recognition.,ICMC,Noah,male,Abram,male,Vadim,male,Michael,male,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.88,0.96,1.0,0.99,,,,,,,,,,,,,
"['Jianyu Fan', ' Fred Tung', ' William Li', ' Philippe Pasquier ']",Jianyu,male,Cyprus ,2018,4,Soundscape Emotion Recognition via Deep Learning. ,ICMC,Fred,male,William,male,Philippe,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.96,0.99,0.99,,,,,,,,,,,,,,
"['Jianyu Fan', ' Miles Thorogood', ' Kıvanç Tatar', ' Philippe Pasquier ']",Jianyu,male,Cyprus ,2018,4,Quantitative Analysis of the Impact of Mixing on Perceived Emotion of Soundscape Recordings.,ICMC,Miles,male,Kıvanç,None,Philippe,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.85,0.0,0.99,,,,,,,,,,,,,,
"['Kosmas Kritsis', ' Aggelos Gkiokas', ' Quentin Lamerand', ' Robert Piéchaud', ' Carlos Acosta', ' Maximos Kaliakatsos-Papakostas', ' Vassilis Katsouros ']",Kosmas,male,Cyprus ,2018,7,Design and Interaction of 3D Virtual Music Instruments for STEAM Education Using Web Technologies.,ICMC,Aggelos,male,Quentin,male,Robert,male,Carlos,male,Maximos,male,Vassilis,male,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.99,0.99,0.96,0.99,,,,,,,,,,,
"['John Sullivan', ' Marcelo M. Wanderley ']",John,male,Cyprus ,2018,2,"Stability, Reliability, Compatibility: Reviewing 40 Years of DMI Design.",ICMC,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
"['Kurijn Buys', ' Andrew McPherson ']",Kurijn,None,Cyprus ,2018,2,Real-time Bowed String Feature Extraction for Performance Applications. ,ICMC,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.99,,,,,,,,,,,,,,,,
"['Eduardo Miranda', ' Hedy Hurban', ' Edward Braund ']",Eduardo,male,Cyprus ,2018,3,Dervish Sound Dress; a Development of a Musical Interface Garment which explores Wearable Technology using Sound and Haptic Feedback for Performance and Interaction.,ICMC,Hedy,female,Edward,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.5,0.99,,,,,,,,,,,,,,,
"['Kosmas Kritsis', ' Aggelos Gkiokas', ' Maximos Kaliakatsos-Papakostas', ' Vassilis Katsouros', ' Aggelos Pikrakis ']",Kosmas,male,Cyprus ,2018,5,Deployment of LSTMs for Real-Time Hand Gesture Interaction of 3D Virtual Music Instruments with a Leap Motion Sensor.,ICMC,Aggelos,male,Maximos,male,Vassilis,male,Aggelos,male,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.96,0.99,0.99,,,,,,,,,,,,,
"['Ohejl Zabetian ', ' Pablo Delgado', ' Sofia Dahl', ' Stefania Serafin ']",Ohejl,None,Cyprus ,2018,4,An Expressive Multidimensional Physical Modelling Percussion Instrument. ,ICMC,Pablo,male,Sofia,female,Stefania,female,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.99,0.98,0.99,,,,,,,,,,,,,,
"['Matteo Lionello', ' Rafael Ramirez ']",Matteo,male,Cyprus ,2018,2,A Machine Learning Approach to Violin Vibrato Modelling in Audio Performances and a Didactic Application for Mobile Devices.,ICMC,Rafael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
"['Nicolas Figueiredo', ' Felipe Felix', ' Carolina Brum Medeiros', ' Marcelo Queiroz ']",Nicolas,male,Cyprus ,2018,4,A comparative study on filtering and classification of bird songs. ,ICMC,Felipe,male,Carolina,female,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,0.98,0.99,,,,,,,,,,,,,,
"['Furkan Yesiler', ' Rafael Ramirez ']",Furkan,male,Cyprus ,2018,2,A Machine Learning Approach to Classification of Phonation Modes in Singing. ,ICMC,Rafael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,,,,,,,,,,,,,,,,
"['Ke Ma', ' Tian Xia ']",Ke,male,Cyprus ,2018,2,AI Encountering Interactive Systems: A Deep Learning Reinforced Musical Composition Model. ,ICMC,Tian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.71,,,,,,,,,,,,,,,,
"['Carlos Guedes', ' Konstantinos Trochidis', ' Akshay Anantapadmanabhan ']",Carlos,male,Cyprus ,2018,3,Modeling Carnatic Rhythm Generation: a Data Driven Approach Based on Rhythmic Analysis.,ICMC,Konstantinos,male,Akshay,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,1.0,,,,,,,,,,,,,,,
"['Tychonas Michailidis', ' Jason Hockman ']",Tychonas,None,Cyprus ,2018,2,Affordances of Vibrational Excitation for Music Composition and Performance. ,ICMC,Jason,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.99,,,,,,,,,,,,,,,,
"['George Petras', ' Panagiotis Tsagkarakis', ' Anastasia Georgaki ']",George,male,Cyprus ,2018,3,Approaches and Assessment of Drama Prosodic Tools in Live Performance. ,ICMC,Panagiotis,male,Anastasia,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,0.98,,,,,,,,,,,,,,,
"['Niccolò Pretto', ' Barıs Bozkurt', ' Rafael Caro Repetto', ' Xavier Serra ']",Niccolò,male,Cyprus ,2018,4,Nawba Recognition for Arab-andalusian Music Using Templates From Music Scores. ,ICMC,Barıs,None,Rafael,male,Xavier,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.0,0.99,0.99,,,,,,,,,,,,,,
"['Stefania Serafin', ' Romain Michon', ' Smilen Dimitrov ']",Stefania,female,Cyprus ,2018,3,Blender2faust: from drawn 3d objects to physically based sound models.,ICMC,Romain,male,Smilen,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,1.0,,,,,,,,,,,,,,,
"['Christos Garoufis', ' Athanasia Zlatintsi', ' Petros Maragos ']",Christos,male,Cyprus ,2018,3,A Collaborative System for Composing Music via Motion Using a Kinect Sensor and Skeletal Data.,ICMC,Athanasia,female,Petros,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,,,,,,,,,,,,,,,
['Bjarni Gunnarsson '],Bjarni,male,Cyprus ,2018,1,Block-based Scheduling Through Interrupts And Intervention. ,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Nikolaj Møller', ' Dan Overholt', ' Vanessa Carpenter', ' Antonio Stella', ' Baldur Kampmann', ' Martin Minovski', ' Martin Maunsbach ']",Nikolaj,male,Cyprus ,2018,7,SketchyTuna: Exploring A Design For Screenless Creativity. ,ICMC,Dan,male,Vanessa,female,Antonio,male,Baldur,male,Martin,male,Martin,male,,,,,,,,,,,,,,,,,,,,,0.99,0.95,0.98,0.99,0.99,0.98,0.98,,,,,,,,,,,
"['Andrea Passalenti', ' Federico Fontana ']",Andrea,male,Cyprus ,2018,2,Haptic Interaction with Guitar and Bass Virtual Strings. ,ICMC,Federico,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.99,,,,,,,,,,,,,,,,
['Rodolphe Bourotte '],Rodolphe,male,Cyprus ,2018,1,UPISketch : The Renewal of an Old Idea. ,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
['Martin Neukom '],Martin,male,Cyprus ,2018,1,Frequency Control of Nonlinear Oscillators – Strategies for Realtime Sound Synthesis. ,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
"['Fabián Esqueda', ' Otso Lähdeoja', ' Vesa Valimaki ']",Fabián,None,Cyprus ,2018,3,Algorithms for Guitar-Driven Synthesis: Application to an Augmented Guitar. ,ICMC,Otso,male,Vesa,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.98,0.86,,,,,,,,,,,,,,,
"['Vesa Norilo', ' Roger Dannenberg ']",Vesa,male,Cyprus ,2018,2,Ko2 - Distributed Music Systems With O2 and Kronos.,ICMC,Roger,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.98,,,,,,,,,,,,,,,,
['Simon Blackmore '],Simon,male,Cyprus ,2018,1,Data Transmission as Musical Performance. ,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
"['Masatoshi Hamanaka', ' Keiji Hirata', ' Satoshi Tojo ']",Masatoshi,male,Cyprus ,2018,3,GTTM Database and Manual Time-span Tree Generation Tool. ,ICMC,Keiji,male,Satoshi,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,1.0,,,,,,,,,,,,,,,
"['Hiromi Nakamura', ' Tomoyasu Nakano', ' Satoru Fukayama', ' Masataka Goto ']",Hiromi,female,Cyprus ,2018,4,CTcomposer: A Music Composition Interface Considering Intra-Composer Consistency and Musical Typicality.,ICMC,Tomoyasu,male,Satoru,male,Masataka,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,1.0,0.99,1.0,,,,,,,,,,,,,,
['Israel Neuman '],Israel,male,Cyprus ,2018,1,Mapping Pitch Classes And Sound Objects: A Bridge Between Klumpenhouwer Networks And Schaeffer’s TARTYP.,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
['Hiroki Nishino '],Hiroki,male,Cyprus ,2018,1,Unit-generator Graph as a Generator of Lazily Evaluated Audio-vector Trees. ,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"['Ioannis Zannos', ' Martin Carlé ']",Ioannis,male,Cyprus ,2018,2,Metric Interweaving in Networked Dance and Music Performance. ,ICMC,Martin,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,,,,,,,,,,,,,,,,
"['Doga Buse Cavdir', ' Romain Michon', ' Ge Wang ']",Doga,female,Cyprus ,2018,3,The BodyHarp: Designing the Intersection Between the Instrument and the Body. ,ICMC,Romain,male,Ge,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.99,0.68,,,,,,,,,,,,,,,
['Marcelo Gimenes '],Marcelo,male,Cyprus ,2018,1,Sonic Crossings with Audience Participation: The Embodied iSound Performance. ,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Mina Shiraishi', ' Kozue Ogasawara', ' Tetsuro Kitahara ']",Mina,female,Cyprus ,2018,3,HamoKara: A System for Practice of Backing Vocals for Karaoke. ,ICMC,Kozue,female,Tetsuro,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.99,1.0,,,,,,,,,,,,,,,
"['Romain Michon', ' John Granzow ']",Romain,male,Cyprus ,2018,2,3D Printing and Physical Modeling of Musical Instruments: Casting the Net.,ICMC,John,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
"['Thilo Koch', ' Marcelo Queiroz ']",Thilo,male,Cyprus ,2018,2,Towards Flexible Audio Processing. ,ICMC,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,,,,,,,,,,,,,,,,
"['Sérgio Freire', ' Augusto Armondes', ' João Viana', ' Rubens Silva ']",Sérgio,None,Cyprus ,2018,4,"Strumming on an Acoustic Nylon Guitar: Microtiming, Beat Control and Rhythmic Expression in Three Different Accompaniment Patterns.",ICMC,Augusto,male,João,male,Rubens,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.99,0.99,0.98,,,,,,,,,,,,,,
