AllAuthors;FirstName1stAuthor;Gender;Place;Year;NumberOfAuthors;Title;Conference;FirstName2ndAuthor;Gender2;FirstName3rdAuthor;Gender3;FirstName4thAuthor;Gender4;FirstName5thAuthor;Gender5;FirstName6thAuthor;Gender6;FirstName7thAuthor;Gender7;FirstName8thAuthor;Gender8;FirstName9thAuthor;Gender9;FirstName10thAuthor;Gender10;FirstName11thAuthor;Gender11;FirstName12thAuthor;Gender12;FirstName13thAuthor;Gender13;FirstName14thAuthor;Gender14;FirstName15thAuthor;Gender15;FirstName16thAuthor;Gender16;FirstName17thAuthor;Gender17;Probability1;Probability2;Probability3;Probability4;Probability5;Probability6;Probability7;Probability8;Probability9;Probability10;Probability11;Probability12;Probability13;Probability14;Probability15;Probability16;Probability17
['Matteo Lionello', ' Rafael Ramirez '];Matteo;male;Cyprus ;2018;2;A Machine Learning Approach to Violin Vibrato Modelling in Audio Performances and a Didactic Application for Mobile Devices.;SMC;Rafael;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;;;;;;;;;;;;;;;
['Thibaut Carpentier '];Thibaut;male;Cyprus ;2018;1;A new implementation of Spat in Max. ;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;
['Elliot K. Canfield-Dafilou', ' Eoin Callery', ' Christopher Jette '];Elliot;male;Cyprus ;2018;3;A Portable Impulse Response Measurement System. ;SMC;Eoin;male;Christopher;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.97;0.98;0.99;;;;;;;;;;;;;;
['Eduardo Fonseca', ' Rong Gong', ' Xavier Serra '];Eduardo;male;Cyprus ;2018;3;A Simple Fusion of Deep and Shallow Learning for Acoustic Scene Classification. ;SMC;Rong;male;Xavier;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.59;0.99;;;;;;;;;;;;;;
['Jan-Torsten Milde'];Jan-Torsten;male;Cyprus ;2018;1;A system for spacial audio using synchronized mobile devices. p.93;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;
['Zacharias Vamvakousis', ' Alfonso Perez Carrillo', ' Rafael Ramirez '];Zacharias;male;Cyprus ;2018;3;Acquisition of Violin Instrumental Gestures Using an Infrared Depth. Camera. ;SMC;Alfonso;male;Rafael;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.99;0.99;;;;;;;;;;;;;;
['Tychonas Michailidis', ' Jason Hockman '];Tychonas;male;Cyprus ;2018;2;Affordances of Vibrational Excitation for Music Composition and Performance. ;SMC;Jason;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.99;;;;;;;;;;;;;;;
['Ke Ma', ' Tian Xia '];Ke;male;Cyprus ;2018;2;AI Encountering Interactive Systems: A Deep Learning Reinforced Musical Composition Model. ;SMC;Tian;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.71;;;;;;;;;;;;;;;
['Fabián Esqueda', ' Otso Lähdeoja', ' Vesa Valimaki '];Fabián;male;Cyprus ;2018;3;Algorithms for Guitar-Driven Synthesis: Application to an Augmented Guitar. ;SMC;Otso;male;Vesa;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.98;0.86;;;;;;;;;;;;;;
['Ohejl Zabetian ', ' Pablo Delgado', ' Sofia Dahl', ' Stefania Serafin '];Ohejl;None;Cyprus ;2018;4;An Expressive Multidimensional Physical Modelling Percussion Instrument. ;SMC;Pablo;male;Sofia;female;Stefania;female;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.99;0.98;0.99;;;;;;;;;;;;;
['Tomas Gajarsky', ' Hendrik Purwins '];Tomas;male;Cyprus ;2018;2;An Xception Residual Recurrent Neural Network for Audio Event Detection and Tagging.;SMC;Hendrik;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;;;;;;;;;;;;;;;
['Nick Bouris', ' Achilleas Chaldaeakes', ' Anastasia Georgaki '];Nick;male;Cyprus ;2018;3;Analyzing and Classifying Guitarists from ;SMC;Achilleas;male;Anastasia;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.99;0.98;;;;;;;;;;;;;;
['George Petras', ' Panagiotis Tsagkarakis', ' Anastasia Georgaki '];George;male;Cyprus ;2018;3;Approaches and Assessment of Drama Prosodic Tools in Live Performance. ;SMC;Panagiotis;male;Anastasia;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.99;0.98;;;;;;;;;;;;;;
['Stefania Serafin', ' Romain Michon', ' Smilen Dimitrov '];Stefania;female;Cyprus ;2018;3;Blender2faust: from drawn 3d objects to physically based sound models.;SMC;Romain;male;Smilen;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;1.0;;;;;;;;;;;;;;
['Bjarni Gunnarsson '];Bjarni;male;Cyprus ;2018;1;Block-based Scheduling Through Interrupts And Intervention. ;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;
['Mitsuyo Hashida', ' Eita Nakamura', ' Haruhiro Katayose '];Mitsuyo;female;Cyprus ;2018;3;CrestMusePEDB 2nd EDITION: MUSIC PERFORMANCE DATABASE WITH PHRASE p.60 INFORMATION.;SMC;Eita;male;Haruhiro;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.73;1.0;;;;;;;;;;;;;;
['Zuzana Cenkerova', ' Martin Hartmann', ' Petri Toiviainen '];Zuzana;female;Cyprus ;2018;3;Crossing Phrase Boundaries in Music. ;SMC;Martin;male;Petri;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;0.84;;;;;;;;;;;;;;
['Hiromi Nakamura', ' Tomoyasu Nakano', ' Satoru Fukayama', ' Masataka Goto '];Hiromi;female;Cyprus ;2018;4;CTcomposer: A Music Composition Interface Considering Intra-Composer Consistency and Musical Typicality.;SMC;Tomoyasu;male;Satoru;male;Masataka;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.85;1.0;0.99;1.0;;;;;;;;;;;;;
['Simon Blackmore '];Simon;male;Cyprus ;2018;1;Data Transmission as Musical Performance. ;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;;
['Kosmas Kritsis', ' Aggelos Gkiokas', ' Maximos Kaliakatsos-Papakostas', ' Vassilis Katsouros', ' Aggelos Pikrakis '];Kosmas;male;Cyprus ;2018;5;Deployment of LSTMs for Real-Time Hand Gesture Interaction of 3D Virtual Music Instruments with a Leap Motion Sensor.;SMC;Aggelos;male;Maximos;male;Vassilis;male;Aggelos;male;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.96;0.99;0.99;;;;;;;;;;;;
['Eduardo Miranda', ' Hedy Hurban', ' Edward Braund '];Eduardo;male;Cyprus ;2018;3;"Dervish Sound Dress; a Development of a Musical Interface Garment which explores Wearable Technology using Sound and Haptic Feedback for Performance and Interaction.";SMC;Hedy;female;Edward;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.5;0.99;;;;;;;;;;;;;;
['Kosmas Kritsis', ' Aggelos Gkiokas', ' Quentin Lamerand', ' Robert Piéchaud', ' Carlos Acosta', ' Maximos Kaliakatsos-Papakostas', ' Vassilis Katsouros '];Kosmas;male;Cyprus ;2018;7;Design and Interaction of 3D Virtual Music Instruments for STEAM Education Using Web Technologies.;SMC;Aggelos;male;Quentin;male;Robert;male;Carlos;male;Maximos;male;Vassilis;male;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.99;0.99;0.99;0.96;0.99;;;;;;;;;;
['Federico Fontana', ' Federico Avanzini', ' Stefano Papetti '];Federico;male;Cyprus ;2018;3;Evidence of Lateralization Cues in Grand and Upright Piano Sounds. p.80;SMC;Federico;male;Stefano;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.99;;;;;;;;;;;;;;
['Gareth W. Young', ' Siobhán Mannion', ' Sara Wentworth '];Gareth;male;Cyprus ;2018;3;Evoking Places from Spaces: The application of Multimodal Narrative Techniques in the p.103 Creation of “U - Modified”.;SMC;Siobhán;female;Sara;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.0;0.98;;;;;;;;;;;;;;
['Gergely Csapo', ' Jonas Holfelt ', ' Peter Bruun', ' Stefania Serafin '];Gergely;male;Cyprus ;2018;4;Fiddl: Evaluation of a Smartphone Based Application Designed for a Music Workshop for Children.;SMC;Jonas;male;Peter;male;Stefania;female;;;;;;;;;;;;;;;;;;;;;;;;;;;0.96;0.99;0.99;0.99;;;;;;;;;;;;;
['Adriano Baratè', ' Davide Andrea Mauro', ' Goffredo Haus', ' Luca Andrea Ludovico '];Adriano;male;Cyprus ;2018;4;Formalizing Schoenberg’s Fundamentals of Musical Composition through Petri Nets. ;SMC;Davide;male;Goffredo;male;Luca;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.96;0.96;;;;;;;;;;;;;
['Martin Neukom '];Martin;male;Cyprus ;2018;1;Frequency Control of Nonlinear Oscillators – Strategies for Realtime Sound Synthesis. ;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;;
['Masatoshi Hamanaka', ' Keiji Hirata', ' Satoshi Tojo '];Masatoshi;male;Cyprus ;2018;3;GTTM Database and Manual Time-span Tree Generation Tool. ;SMC;Keiji;male;Satoshi;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.99;1.0;;;;;;;;;;;;;;
['Mina Shiraishi', ' Kozue Ogasawara', ' Tetsuro Kitahara '];Mina;female;Cyprus ;2018;3;HamoKara: A System for Practice of Backing Vocals for Karaoke. ;SMC;Kozue;female;Tetsuro;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.91;0.99;1.0;;;;;;;;;;;;;;
['Andrea Passalenti', ' Federico Fontana '];Andrea;male;Cyprus ;2018;2;Haptic Interaction with Guitar and Bass Virtual Strings. ;SMC;Federico;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.62;0.99;;;;;;;;;;;;;;;
['Laurel Pardue', ' Andrew McPherson', ' Dan Overholt '];Laurel;female;Cyprus ;2018;3;Improving the Instrumental Learning Experience through Complexity Management ;SMC;Andrew;male;Dan;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.61;0.99;0.95;;;;;;;;;;;;;;
['Nikos Stavropoulos '];Nikos;male;Cyprus ;2018;1;Inside the intimate zone: The case of aural micro-space in multichannel compositional practice.;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;
['Matteo Lionello', ' Hendrik Purwins', ' Luca Pietrogrande', ' Mohamed Abou-Zleikha '];Matteo;male;Cyprus ;2018;4;Interactive Exploration of Musical Space with Parametric t-SNE. ;SMC;Hendrik;male;Luca;male;Mohamed;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.96;0.98;;;;;;;;;;;;;
['Vesa Norilo', ' Roger Dannenberg '];Vesa;male;Cyprus ;2018;2;Ko2 - Distributed Music Systems With O2 and Kronos.;SMC;Roger;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.86;0.98;;;;;;;;;;;;;;;
['Furkan Yesiler', ' Baris Bozkurt', ' Xavier Serra '];Furkan;male;Cyprus ;2018;3;Makam Recognition Using Extended Pitch Distribution Features and Multi-Layer Perceptrons.;SMC;Baris;male;Xavier;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.98;0.99;;;;;;;;;;;;;;
['Israel Neuman '];Israel;male;Cyprus ;2018;1;Mapping Pitch Classes And Sound Objects: A Bridge Between Klumpenhouwer Networks And Schaeffer’s TARTYP.;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;;
['Ioannis Zannos', ' Martin Carlé '];Ioannis;male;Cyprus ;2018;2;Metric Interweaving in Networked Dance and Music Performance. ;SMC;Martin;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;;;;;;;;;;;;;;;
['Carlos Guedes', ' Konstantinos Trochidis', ' Akshay Anantapadmanabhan '];Carlos;male;Cyprus ;2018;3;Modeling Carnatic Rhythm Generation: a Data Driven Approach Based on Rhythmic Analysis.;SMC;Konstantinos;male;Akshay;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;1.0;;;;;;;;;;;;;;
['Anastassia Andreasen', ' Jelisaveta Zovnercuka', ' Kristians Konovalovs', ' Michele Geronazzo', ' Stefania Serafin', ' Razvan Paisa '];Anastassia;female;Cyprus ;2018;6;Navigate as a Bat. Real-Time Echolocation System in Virtual Reality. ;SMC;Jelisaveta;female;Kristians;male;Michele;male;Stefania;female;Razvan;male;;;;;;;;;;;;;;;;;;;;;;;0.97;0.92;1.0;0.86;0.99;1.0;;;;;;;;;;;
['Niccolò Pretto', ' Barıs Bozkurt', ' Rafael Caro Repetto', ' Xavier Serra '];Niccolò;male;Cyprus ;2018;4;Nawba Recognition for Arab-andalusian Music Using Templates From Music Scores. ;SMC;Barıs;male;Rafael;male;Xavier;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.0;0.99;0.99;;;;;;;;;;;;;
['Stefania Serafin', ' Sofia Dahl', ' Roberto Bresin Alexander Refsum Jensenius', ' Runar Unnthorsson', ' Vesa Valimaki '];Stefania;female;Cyprus ;2018;5;NordicSMC: a Nordic University Hub on Sound and Music Computing. ;SMC;Sofia;female;Roberto;male;Runar;male;Vesa;male;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;0.99;1.0;0.86;;;;;;;;;;;;
['Hugo Scurto', ' Frédéric Bevilacqua', ' Baptiste Caramiaux '];Hugo;male;Cyprus ;2018;3;Perceiving Agent Collaborative Sonic Exploration in Interactive Reinforcement p.72 Learning.;SMC;Frédéric;male;Baptiste;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;1.0;0.99;;;;;;;;;;;;;;
['Emma Frid', ' Roberto Bresin', ' Simon Alexandersson '];Emma;female;Cyprus ;2018;3;Perception of Mechanical Sounds Inherent to Expressive Gestures of a NAO Robot - p.43 Implications for Movement Sonification of Humanoids.;SMC;Roberto;male;Simon;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.93;0.99;0.98;;;;;;;;;;;;;;
['Jianyu Fan', ' Miles Thorogood', ' Kıvanç Tatar', ' Philippe Pasquier '];Jianyu;male;Cyprus ;2018;4;Quantitative Analysis of the Impact of Mixing on Perceived Emotion of Soundscape Recordings.;SMC;Miles;male;Kıvanç;male;Philippe;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.93;0.85;0.0;0.99;;;;;;;;;;;;;
['Kurijn Buys', ' Andrew McPherson '];Kurijn;male;Cyprus ;2018;2;Real-time Bowed String Feature Extraction for Performance Applications. ;SMC;Andrew;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.99;;;;;;;;;;;;;;;
['Marcelo Queiroz', ' Guilherme Jun Yoshimura '];Marcelo;male;Cyprus ;2018;2;Relative DTW Embedding for Binary Classification of Audio Data. ;SMC;Guilherme;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;;;;;;;;;;;;;;;
['Brandon Westergaard', ' Timothy Hsu '];Brandon;male;Cyprus ;2018;2;Simulating the Acoustic Environment of Two Historical Viennese Theaters. ;SMC;Timothy;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;;;;;;;;;;;;;;;
['Nikolaj Møller', ' Dan Overholt', ' Vanessa Carpenter', ' Antonio Stella', ' Baldur Kampmann', ' Martin Minovski', ' Martin Maunsbach '];Nikolaj;male;Cyprus ;2018;7;SketchyTuna: Exploring A Design For Screenless Creativity. ;SMC;Dan;male;Vanessa;female;Antonio;male;Baldur;male;Martin;male;Martin;male;;;;;;;;;;;;;;;;;;;;;0.99;0.95;0.98;0.99;0.99;0.98;0.98;;;;;;;;;;
['Marcelo Gimenes '];Marcelo;male;Cyprus ;2018;1;Sonic Crossings with Audience Participation: The Embodied iSound Performance. ;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;
['Jianyu Fan', ' Fred Tung', ' William Li', ' Philippe Pasquier '];Jianyu;male;Cyprus ;2018;4;Soundscape Emotion Recognition via Deep Learning. ;SMC;Fred;male;William;male;Philippe;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.93;0.96;0.99;0.99;;;;;;;;;;;;;
['John Sullivan', ' Marcelo M. Wanderley '];John;male;Cyprus ;2018;2;Stability, Reliability, Compatibility: Reviewing 40 Years of DMI Design.;SMC;Marcelo;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;;;;;;;;;;;;;;;
[' Joe Fitzpatrick', ' Flaithri Neff '];Joe;male;Cyprus ;2018;2;Stream Segregation: Utilizing Harmonic Variance in Auditory Graphs;SMC;Flaithri;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.95;0.0;;;;;;;;;;;;;;;
['Sérgio Freire', ' Augusto Armondes', ' João Viana', ' Rubens Silva '];Sérgio;male;Cyprus ;2018;4;Strumming on an Acoustic Nylon Guitar: Microtiming, Beat Control and Rhythmic Expression in Three Different Accompaniment Patterns.;SMC;Augusto;male;João;male;Rubens;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.99;0.99;0.98;;;;;;;;;;;;;
['Theofani Sklirou', ' Areti Andreopoulou', ' Anastasia Georgaki '];Theofani;female;Cyprus ;2018;3;Teaching Programming in Secondary Education through Sound. ;SMC;Areti;female;Anastasia;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.98;0.98;;;;;;;;;;;;;;
['Doga Buse Cavdir', ' Romain Michon', ' Ge Wang '];Doga;female;Cyprus ;2018;3;The BodyHarp: Designing the Intersection Between the Instrument and the Body. ;SMC;Romain;male;Ge;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.54;0.99;0.68;;;;;;;;;;;;;;
['Xenofon Karakonstantis', ' Konstantinos Bakogiannis', ' George Cambourakis', ' Anastasia Georgaki'];Xenofon;male;Cyprus;2018;4;"Time lapse video sonification; watching and listening to events unfolding.";SMC;Konstantinos;male;George;male;Anastasia;female;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.99;0.98;0.98;;;;;;;;;;;;;
['Benjamin Matuszewski', ' Frédéric Bevilacqua '];Benjamin;male;Cyprus ;2018;2;Toward a Web of Audio Things. ;SMC;Frédéric;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;1.0;;;;;;;;;;;;;;;
['Christine Steinmeie', ' Christine Steinmeie'];Christine;female;Cyprus ;2018;2;Towards Creating an Augmented Handpan using Leap Motion. p.108 Christine Steinmeier, Dominic Becking;SMC;Christine;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;;;;;;;;;;;;;;;
['Thilo Koch', ' Marcelo Queiroz '];Thilo;male;Cyprus ;2018;2;Towards Flexible Audio Processing. ;SMC;Marcelo;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.99;;;;;;;;;;;;;;;
['Rameel Sethi', ' Noah Weninger', ' Abram Hindle', ' Vadim Bulitko', ' Michael Frishkopf '];Rameel;male;Cyprus ;2018;5;Training Deep Convolutional Networks with Unlimited Synthesis of Musical Examples for Multiple Instrument Recognition.;SMC;Noah;male;Abram;male;Vadim;male;Michael;male;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.88;0.96;1.0;0.99;;;;;;;;;;;;
['Hiroki Nishino '];Hiroki;male;Cyprus ;2018;1;Unit-generator Graph as a Generator of Lazily Evaluated Audio-vector Trees. ;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;
['Rodolphe Bourotte '];Rodolphe;male;Cyprus ;2018;1;UPISketch : The Renewal of an Old Idea. ;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;
['Erik Sikström', ' Michele Geronazzo', ' Jari Kleimola', ' Federico Avanzini', ' Amalia de Götzen', ' Stefania Serafin'];Erik;male;Cyprus ;2018;6;Virtual Reality Exploration with Different Head-Related Transfer Functions. p.85;SMC;Michele;male;Jari;male;Federico;male;Amalia;female;Stefania;female;;;;;;;;;;;;;;;;;;;;;;;0.99;0.86;0.97;0.99;0.98;0.99;;;;;;;;;;;
['Oswaldo Emiddio Vasquez Hadjilyra '];Oswaldo;male;Cyprus ;2018;1;You Are Here: Sonic Crossings and Time Indeterminacy within the Buffer Zone. ;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;;
['Lonce Wyse ', ' Muhammad Huzaifah'];Lonce;male;Spain;2019;2; Conditioning a Recurrent Neural Network to synthesize musical instrument transients;SMC;Muhammad;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.75;0.99;;;;;;;;;;;;;;;
['Max Neupert ', ' Clemens Wegener '];Max;male;Spain;2019;2; Exciting Digital Resonators with Analogue Sound ;SMC;Clemens;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.99;;;;;;;;;;;;;;;
['Darrell Gibson ', ' Richard Polfreman '];Darrell;male;Spain;2019;2;A Framework for the Evaluation of Interpolated Synthesizer Parameter Mapping ;SMC;Richard;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.99;;;;;;;;;;;;;;;
['Christian Baumann', ' Johanna Friederike Baarlink ', ' Jan-Torsten Milde'];Christian;male;Spain;2019;3;Adaptive Body Movement Sonification in Music and Therapy;SMC;Johanna;female;Jan-Torsten;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.97;0.0;;;;;;;;;;;;;;
['Leonardo Fierro', ' Jussi Rämö ', ' Vesa Välimäki '];Leonardo;male;Spain;2019;3;Adaptive Loudness Compensation in Music Listening ;SMC;Jussi;male;Vesa;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.97;0.86;;;;;;;;;;;;;;
['Fanny Roche', ' Thomas Hueber', ' Samuel Limier ', ' Laurent Girin '];Fanny;female;Spain;2019;4;Autoencoders for music sound modeling: a comparison of linear, shallow, deep, recurrent and variational models;SMC;Thomas;male;Samuel;male;Laurent;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.97;0.99;0.99;0.99;;;;;;;;;;;;;
['Eduardo Magalhães', ' Emil Rosenlund Høeg', ' Gilberto Bernardes', ' Jon Ram Bruun-Pedersen', ' Stefania Serafin ', ' Rolf Nordhal '];Eduardo;male;Spain;2019;6;Combining Texture-Derived Vibrotactile Feedback, Concatenative Synthesis and Photogrammetry for Virtual Reality Rendering;SMC;Emil;male;Gilberto;male;Jon;male;Stefania;female;Rolf;male;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;0.99;0.98;0.99;0.99;;;;;;;;;;;
['Romain Michon', ' Yann Orlarey', ' Stéphane Letz ', ' Dominique Fober '];Romain;male;Spain;2019;4;Comparison and Implementation of Data Transmission Techniques through Analog Audio Signals in the Context of Augmented Mobile Instruments;SMC;Yann;male;Stéphane;male;Dominique;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;0.0;0.57;;;;;;;;;;;;;
['Simon Blackmore'];Simon;male;Spain;2019;1;Copying Clave – A Turing Test;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;;
['Masatoshi Hamanaka '];Masatoshi;male;Spain;2019;1;D1.2.  Melody Slot Machine;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;
