AllAuthors;FirstName1stAuthor;Gender;Place;Year;NumberOfAuthors;Title;Conference;FirstName2ndAuthor;Gender2;FirstName3rdAuthor;Gender3;FirstName4thAuthor;Gender4;FirstName5thAuthor;Gender5;FirstName6thAuthor;Gender6;FirstName7thAuthor;Gender7;FirstName8thAuthor;Gender8;FirstName9thAuthor;Gender9;FirstName10thAuthor;Gender10;FirstName11thAuthor;Gender11;FirstName12thAuthor;Gender12;FirstName13thAuthor;Gender13;FirstName14thAuthor;Gender14;FirstName15thAuthor;Gender15;FirstName16thAuthor;Gender16;FirstName17thAuthor;Gender17;Probability1;Probability2;Probability3;Probability4;Probability5;Probability6;Probability7;Probability8;Probability9;Probability10;Probability11;Probability12;Probability13;Probability14;Probability15;Probability16;Probability17
['Anders Vinjar ', ' Jean Bresson '];Anders;male;Spain;2019;2;D1.3.  OM-AI: A Toolkit to Support AI-Based Computer-Assisted Composition Workflows in OpenMusic;SMC;Jean;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.95;;;;;;;;;;;;;;;
['Enrico Dorigatti '];Enrico;male;Spain;2019;1;D1.4.  URALi: a proposal of approach to real-time audio synthesis in Unity;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;
['Silvan David Peter ', ' Gerhard Widmer '];Silvan;male;Spain;2019;2;D1.5.  A Sequencer with Decoupled Track Timing;SMC;Gerhard;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.96;0.99;;;;;;;;;;;;;;;
['Víctor Jaime Marín ', ' Alberto Peinado '];Víctor;male;Spain;2019;2;D1.6.  Musicypher: Music for Message Encryption;SMC;Alberto;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.99;;;;;;;;;;;;;;;
['Fu-Hai Frank Wu '];Fu-Hai;None;Spain;2019;1;D1.7.  A Platform for Processing Sheet Music and Developing Multimedia Application;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;
['Alejandro Villena-Rodríguez', ' Lorenzo J. Tardón', ' Isabel Barbancho', ' Ana M. Barbancho', ' Irene Gómez-Plazas ', ' María-José Varela-Salinas '];Alejandro;male;Spain;2019;6;D1.8.  Capturing the Reaction Time to Distinguish between Voice and Music;SMC;Lorenzo;male;Isabel;female;Ana;female;Irene;female;María-José;female;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.98;0.98;0.99;0.0;;;;;;;;;;;
['Silvin Willemsen ', ' Stefan Bilbao', ' Nikolaj Andersson ', ' Stefania Serafin '];Silvin;male;Spain;2019;4;D1.9.  Physical Models and Real-Time Control with the Sensel Morph;SMC;Stefan;male;Nikolaj;male;Stefania;female;;;;;;;;;;;;;;;;;;;;;;;;;;;0.82;0.98;0.99;0.99;;;;;;;;;;;;;
['Akane Yasuhara', ' Junko Fujii ', ' Tetsuro Kitahara '];Akane;female;Spain;2019;3;D2.2.  Extending Jamsketch: An Improvisation Support System;SMC;Junko;female;Tetsuro;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.94;0.95;1.0;;;;;;;;;;;;;;
['Swaroop Panda', ' Vinay P. Namboodiri ', ' Shatarupa Thakurta Roy '];Swaroop;male;Spain;2019;3;D2.3.  Visualizing Music Genres using a Topic Model;SMC;Vinay;male;Shatarupa;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;1.0;;;;;;;;;;;;;;
['Daniel Hernán Molina Villota', ' Antonio Jurado-Navas ', ' Isabel Barbancho '];Daniel;male;Spain;2019;3;D2.4.  CompoVOX: Real-Time Sonification of Voice;SMC;Antonio;male;Isabel;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.98;;;;;;;;;;;;;;
['Oscar Cobos', ' Jorge Munilla', ' Ana M. Barbancho', ' Isabel Barbancho ', ' Lorenzo J. Tardón '];Oscar;male;Spain;2019;5;D2.5.  Facial Activity Detection to Monitor Attention and Fatigue;SMC;Jorge;male;Ana;female;Isabel;female;Lorenzo;male;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.98;0.98;0.99;;;;;;;;;;;;
['Eamon McCoy', ' John Greene', ' Jared Henson', ' James Pinder', ' Jonathan Brown', ' Claire Arthur'];Eamon;male;Spain;2019;6;D2.6.  The Chordinator: An Interactive Music Learning Device;SMC;John;male;Jared;male;James;male;Jonathan;male;Claire;female;;;;;;;;;;;;;;;;;;;;;;;0.98;0.99;0.99;0.99;0.99;0.97;;;;;;;;;;;
['Sascha Grollmisch ', ' Estefania Cano '];Sascha;male;Spain;2019;2;D2.7.  Automatic Chord Recognition in Music Education Applications;SMC;Estefania;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.97;0.99;;;;;;;;;;;;;;;
['Signe Lund Mathiesen', ' Derek Victor Byrne ', ' Qian Janice Wang '];Signe;female;Spain;2019;3;D2.8.  Sonic Sweetener Mug;SMC;Derek;male;Qian;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.95;0.99;0.7;;;;;;;;;;;;;;
['Brett Dalton', ' David Johnson ', ' George Tzanetakis'];Brett;male;Spain;2019;3;DAW-Integrated Beat Tracking for Music Production;SMC;David;male;George;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.98;;;;;;;;;;;;;;
['África Chamorro', ' Ana M. Barbancho', ' Isabel Barbancho ', ' Lorenzo J. Tardón'];África;None;Spain;2019;4;Drawing Geometric Figures with Braille Description through a Speech Recognition System;SMC;Ana;female;Isabel;female;Lorenzo;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.98;0.98;0.99;;;;;;;;;;;;;
['Johan Pauwels ', ' Mark B. Sandler'];Johan;male;Spain;2019;2;Finding New Practice Material through Chord-Based Exploration of a Large Music Catalogue;SMC;Mark;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;;;;;;;;;;;;;;;
['Arne Eigenfeldt '];Arne;male;Spain;2019;1;Interacting with Musebots (that don’t really listen) ;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;;
['Daniel Moreno', ' Isabel Barbancho', ' Ana M. Barbancho ', ' Lorenzo J. Tardón'];Daniel;male;Spain;2019;4;Interactive Music Training System;SMC;Isabel;female;Ana;female;Lorenzo;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;0.98;0.99;;;;;;;;;;;;;
['Mads Hobye'];Mads;male;Spain;2019;1;Internal Complexity for Exploratory Interaction;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;;
['Florian Colombo', ' Johanni Brea ', ' Wulfram Gerstner '];Florian;male;Spain;2019;3;Learning to Generate Music with BachProp ;SMC;Johanni;male;Wulfram;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.72;1.0;;;;;;;;;;;;;;
['Federico Avanzini', ' Adriano Baratè', ' Luca Andrea Ludovico ', ' Marcella Mandanici '];Federico;male;Spain;2019;4;Metrics for the Automatic Assessment of Music Harmony Awareness in Children;SMC;Adriano;male;Luca;male;Marcella;female;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.96;0.98;;;;;;;;;;;;;
['Olivier Lartillot'];Olivier;male;Spain;2019;1;Miningsuite: A Comprehensive Matlab Framework For Signal, Audio and Music Analysis, Articulating Audio And Symbolic Approaches;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;
['Zheng Jiang ', ' Roger Dannenberg'];Zheng;None;Spain;2019;2;P1.10. Melody Identification in Standard MIDI Files;SMC;Roger;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.75;0.98;;;;;;;;;;;;;;;
['Emir Demirel', ' Baris Bozkurt ', ' Xavier Serra'];Emir;male;Spain;2019;3;P1.11. Automatic Chord-Scale Recognition using Harmonic Pitch Class Profiles;SMC;Baris;male;Xavier;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.97;0.98;0.99;;;;;;;;;;;;;;
['Stefano Kalonaris'];Stefano;male;Spain;2019;1;P1.2. Interaction-based Analysis of Freely Improvised Music;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;
['Alexandros Kontogeorgakopoulos', ' George Sioros ', ' Odysseas Klissouras'];Alexandros;male;Spain;2019;3;P1.3. Mechanical Entanglement: A Collaborative Haptic-Music Performance;SMC;George;male;Odysseas;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;1.0;;;;;;;;;;;;;;
['Patrick Neff', ' Jan Schacher ', ' Daniel Bisig'];Patrick;male;Spain;2019;3;P1.4. State Dependency - Audiovisual interaction through brain states;SMC;Jan;male;Daniel;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.95;0.99;;;;;;;;;;;;;;
['Adrián Barahona ', ' Sandra Pauletto'];Adrián;male;Spain;2019;2;P1.5. Perceptual Evaluation of Modal Synthesis for Impact-Based Sounds;SMC;Sandra;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.98;;;;;;;;;;;;;;;
['Andreas Bergsland', ' Sigurd Saue ', ' Pekka Stokke'];Andreas;male;Spain;2019;3;P1.6. VIBRA - Technical and Artistic Issues in an Interactive Dance Project;SMC;Sigurd;male;Pekka;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;0.99;;;;;;;;;;;;;;
['Hendrik Schreiber ', ' Meinard Müller'];Hendrik;male;Spain;2019;2;P1.7. Musical Tempo and Key Estimation with Directional Convolutional Neural Networks;SMC;Meinard;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.96;;;;;;;;;;;;;;;
['Simone Spagnol', ' Kristján Bjarki Purkhús', ' Sverrir Karl Björnsson ', ' Runar Unnthórsson'];Simone;male;Spain;2019;4;P1.8. The Viking HRTF Dataset;SMC;Kristján;male;Sverrir;male;Runar;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.75;0.0;1.0;1.0;;;;;;;;;;;;;
['Frank Pecquet', ' Fotis Moschos', ' David Fierro ', ' Justin Pecquet'];Frank;male;Spain;2019;4;P1.9. Performing with Sound Sample-Controlled Gloves and Light-Controlled Arms;SMC;Fotis;male;David;male;Justin;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.99;0.98;;;;;;;;;;;;;
['Lilian Jap ', ' Andre Holzapfel '];Lilian;female;Spain;2019;2;P2.10.  Real-time Mapping of Periodic Dance Movements to Control Tempo in Electronic Dance Music;SMC;Andre;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.73;0.95;;;;;;;;;;;;;;;
['Tom Davis', ' Daniel Pierson ', ' Ann Bevan '];Tom;male;Spain;2019;3;P2.11.  Increasing Access to Music in SEN Settings;SMC;Daniel;male;Ann;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.97;;;;;;;;;;;;;;
['Meihui Tong ', ' Satoshi Tojo '];Meihui;female;Spain;2019;2;P2.2.  Music Temperaments Evaluation Based on Triads;SMC;Satoshi;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;
['Giovanni Santini '];Giovanni;male;Spain;2019;1;P2.3.  Composing space in the space: An Augmented and Virtual Reality sound spatialization system;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;
['Pelle Juul Christensen ', ' Stefania Serafin '];Pelle;male;Spain;2019;2;P2.4.  Graph Based Physical Models for Sound Synthesis;SMC;Stefania;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.96;0.99;;;;;;;;;;;;;;;
['Lynda Gerry', ' Sofia Dahl ', ' Stefania Serafin '];Lynda;female;Spain;2019;3;P2.5.  ADPET: Exploring the Design, Pedagogy, and Analysis of a Mixed Reality Application for Piano Training;SMC;Sofia;female;Stefania;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.98;0.99;;;;;;;;;;;;;;
['Kristoffer Landsnes', ' Liana Mehrabyan', ' Victor Wiklund', ' Fabian C. Moss', ' Robert Lieck ', ' Martin Rohrmeier '];Kristoffer;male;Spain;2019;6;P2.6.  Chord Prediction with The Annotated Beethoven Corpus;SMC;Liana;female;Victor;male;Fabian;male;Robert;male;Martin;male;;;;;;;;;;;;;;;;;;;;;;;1.0;0.98;0.99;0.99;0.99;0.98;;;;;;;;;;;
['Adrian B. Latupeirissa', ' Emma Frid ', ' Roberto Bresin '];Adrian;male;Spain;2019;3;P2.7.  Sonic Characteristics of Robots in Films;SMC;Emma;female;Roberto;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.93;0.99;;;;;;;;;;;;;;
['Ali Adjorlu', ' Nathaly Belen Betancourt Barriga ', ' Stefania Serafin '];Ali;male;Spain;2019;3;P2.8.  Virtual Reality Music Intervention to Reduce Social Anxiety in Adolescents Diagnosed with Autism Spectrum Disorder;SMC;Nathaly;female;Stefania;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.95;0.98;0.99;;;;;;;;;;;;;;
['Dimitrios Vassilakis', ' Anastasia Georgaki ', ' Christina Anagnostopoulou '];Dimitrios;male;Spain;2019;3;P3.10.  Jazz Mapping an Analytical and Computational Approach to Jazz Improvisation;SMC;Anastasia;female;Christina;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;0.98;;;;;;;;;;;;;;
['A. Sophia Koepke', ' Olivia Wiles ', ' Andrew Zisserman '];Sophia;female;Spain;2019;3;P3.11.  Visual Pitch Estimation;SMC;Olivia;female;Andrew;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.97;0.97;0.99;;;;;;;;;;;;;;
['Valentin Gillot ', ' Frédéric Bimbot '];Valentin;male;Spain;2019;2;P3.2.  Polytopic reconfiguration: a graph-based scheme for the multiscale transformation of music segments and its perceptual assessment;SMC;Frédéric;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.0;;;;;;;;;;;;;;;
['Martin Maunsbach ', ' Stefania Serafin '];Martin;male;Spain;2019;2;P3.3.  Non-Linear Contact Sound Synthesis for Real-Time Audio-Visual Applications using Modal Textures;SMC;Stefania;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.99;;;;;;;;;;;;;;;
['Sepideh Shafiei '];Sepideh;female;Spain;2019;1;P3.4.  Analysis of Vocal Ornamentation in Iranian Classical Music;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;;
['Josué Moreno ', ' Vesa Norilo '];Josué;male;Spain;2019;2;P3.5.  VUSAA: An Augmented Reality Mobile App for Urban Soundwalks;SMC;Vesa;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.86;;;;;;;;;;;;;;;
['Helena Cuesta', ' Emilia Gómez ', ' Pritish Chandna '];Helena;female;Spain;2019;3;P3.6.  A Framework for Multi-f0 Modeling in SATB Choirs;SMC;Emilia;female;Pritish;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;0.99;;;;;;;;;;;;;;
['Tamara Smyth ', ' Jennifer Hsu '];Tamara;female;Spain;2019;2;P3.7.  Representations of Self-Coupled Modal Oscillators with Time-Varying Sounding Frequency;SMC;Jennifer;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.98;;;;;;;;;;;;;;;
['Andrea Valle '];Andrea;male;Spain;2019;1;P3.8.  SonaGraph. A cartoonified spectral model for music composition;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.62;;;;;;;;;;;;;;;;
['Nolan Lem '];Nolan;male;Spain;2019;1;P3.9.  Sound in Multiples: Synchrony and Interaction Design of Coupled- Oscillator Networks;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;;
['Qichao Lan', ' Jim Tørresen ', ' Alexander Refsum Jensenius '];Qichao;male;Spain;2019;3;RaveForce: A Deep Reinforcement Learning Environment for Music Generation ;SMC;Jim;male;Alexander;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.88;0.98;0.99;;;;;;;;;;;;;;
['Tejaswinee Kelkar ', ' Lynda Gerry'];Tejaswinee;female;Spain;2019;2;Resonance Improviser: A System for Transmitting the Embodied Sensations of Vocalization Between Two People During Improvisation;SMC;Lynda;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.98;;;;;;;;;;;;;;;
['Doga Cavdir '];Doga;female;Spain;2019;1;S1.2.  Digital Manufacturing for Musical Applications: A Survey of Current Status and Future Outlook;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.54;;;;;;;;;;;;;;;;
['Romain Michon', ' Yann Orlarey', ' Stéphane Letz ', ' Dominique Fober '];Romain;male;Spain;2019;4;S1.3.  Real Time Audio Digital Signal Processing with Faust and the Teensy;SMC;Yann;male;Stéphane;male;Dominique;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;0.0;0.57;;;;;;;;;;;;;
['Kjetil Falkenberg Hansen', ' Martin Ljungdahl-Eriksson ', ' Ricardo Atienza '];Kjetil;male;Spain;2019;3;S1.4.  Sound Design through Large Audience Interaction;SMC;Martin;male;Ricardo;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;0.99;;;;;;;;;;;;;;
['Fiona Keenan ', ' Sandra Pauletto '];Fiona;female;Spain;2019;2;S1.5.  Evaluating a Continuous Sonic Interaction: Comparing a Performable Acoustic and Digital Everyday Sound;SMC;Sandra;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.97;0.98;;;;;;;;;;;;;;;
['Joonas Tuovinen', ' Jamin Hu ', ' Vesa Välimäki '];Joonas;male;Spain;2019;3;S2.2.  Toward Automatic Tuning of the Piano;SMC;Jamin;male;Vesa;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.82;0.86;;;;;;;;;;;;;;
['Silvin Willemsen', ' Nikolaj Andersson', ' Stefania Serafin ', ' Stefan Bilbao '];Silvin;male;Spain;2019;4;S2.3.  Real-time Control of Large-scale Modular Physical Models using the Sensel Morph;SMC;Nikolaj;male;Stefania;female;Stefan;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.82;0.99;0.99;0.98;;;;;;;;;;;;;
['Prithvi Kantan ', ' Sofia Dahl '];Prithvi;male;Spain;2019;2;S2.4.  An Interactive Music Synthesizer for Gait Training in Neurorehabilitation;SMC;Sofia;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.94;0.98;;;;;;;;;;;;;;;
['Claudio Panariello', ' Mattias Sköld', ' Emma Frid ', ' Roberto Bresin '];Claudio;male;Spain;2019;4;S2.5.  From Vocal Sketching to Sound Models by Means of a Sound-Based Musical Transcription System;SMC;Mattias;male;Emma;female;Roberto;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.93;0.99;;;;;;;;;;;;;
['Olivier Lartillot ', ' Didier Grandjean '];Olivier;male;Spain;2019;2;S2.6.  Tempo and Metrical Analysis by Tracking Multiple Metrical Levels Using Autocorrelation;SMC;Didier;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;;;;;;;;;;;;;;;
['Jerome Villeneuve ', ' James Leonard '];Jerome;male;Spain;2019;2;S3.2.  Mass-Interaction Physical Models for Sound and Multi-Sensory Creation: Starting Anew;SMC;James;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;;;;;;;;;;;;;;;
['Anıl Çamcı '];Anıl;male;Spain;2019;1;S3.3.  Exploring the Effects of Diegetic and Non-diegetic Audiovisual Cues on Decision-making in Virtual Reality;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;
['David Johnson', ' Daniela Damian ', ' George Tzanetakis '];David;male;Spain;2019;3;S3.4.  OSC-XR: A Toolkit for Extended Reality Immersive Music Interfaces;SMC;Daniela;female;George;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;0.98;;;;;;;;;;;;;;
['Andrea Passalenti', ' Razvan Paisa', ' Niels Christian Nilsson', ' Nikolaj S. Andersson', ' Federico Fontana', ' Rolf Nordahl ', ' Stefania Serafin '];Andrea;male;Spain;2019;7;S3.5.  No Strings Attached: Force and Vibrotactile Feedback in a Guitar Simulation;SMC;Razvan;male;Niels;male;Nikolaj;male;Federico;male;Rolf;male;Stefania;female;;;;;;;;;;;;;;;;;;;;;0.62;1.0;0.99;0.99;0.99;0.99;0.99;;;;;;;;;;
['Stephen Pearse', ' Leigh Landy', ' Duncan Chapman', ' David Holland ', ' Mihai Eni '];Stephen;male;Spain;2019;5;S4.2.  Composing with Sounds: Designing an Object Oriented Daw for the Teaching of Sound-Based Composition;SMC;Leigh;male;Duncan;male;David;male;Mihai;male;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.5;0.99;0.99;0.96;;;;;;;;;;;;
['Gordan Kreković '];Gordan;male;Spain;2019;1;S4.3.  Insights in Habits and Attitudes Regarding Programming Sound Synthesizers: A Quantitative Study;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.97;;;;;;;;;;;;;;;;
['Dmitri Kartofelev', ' Joann Arro ', ' Vesa Välimäki '];Dmitri;male;Spain;2019;3;S5.1.  Experimental Verification of Dispersive Wave Propagation on Guitar Strings;SMC;Joann;female;Vesa;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.83;0.86;;;;;;;;;;;;;;
['Eero-Pekka Damskägg', ' Lauri Juvela ', ' Vesa Välimäki '];Eero-Pekka;male;Spain;2019;3;S5.2.  Real-Time Modeling of Audio Distortion Circuits with Deep Learning;SMC;Lauri;male;Vesa;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.55;0.86;;;;;;;;;;;;;;
['James Leonard ', ' Jerome Villeneuve '];James;male;Spain;2019;2;S5.3.  MI-GEN~: An Efficient and Accessible Mass-Interaction Sound Synthesis Toolbox;SMC;Jerome;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;;;;;;;;;;;;;;;
['Jennifer Hsu ', ' Tamara Smyth '];Jennifer;female;Spain;2019;2;S5.5.  Percussion synthesis using loopback frequency modulation oscillators;SMC;Tamara;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.98;;;;;;;;;;;;;;;
['Akira Maezawa '];Akira;male;Spain;2019;1;S5.6.  Deep Linear Autoregressive Model for Interpretable Prediction of Expressive Tempo;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.85;;;;;;;;;;;;;;;;
['Yucong Jiang', ' Fiona Ryan', ' David Cartledge ', ' Christopher Raphael '];Yucong;female;Spain;2019;4;S6.2.  Offline Score Alignment for Realistic Music Practice;SMC;Fiona;female;David;male;Christopher;male;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.97;0.99;0.99;;;;;;;;;;;;;
['Yucong Jiang ', ' Christopher Raphael '];Yucong;female;Spain;2019;2;S6.3.  Piano Score-Following by Tracking Note Evolution;SMC;Christopher;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.99;;;;;;;;;;;;;;;
['Kaede Noto', ' Yoshinari Takegawa ', ' Keiji Hirata '];Kaede;male;Spain;2019;3;S6.4.  Adaptive Score-Following System by Integrating Gaze Information;SMC;Yoshinari;male;Keiji;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.65;0.99;0.99;;;;;;;;;;;;;;
['Beach Clark ', ' Claire Arthur '];Beach;male;Spain;2019;2;S6.5.  Alternative Measures: A Musicologist Workbench for Popular Music;SMC;Claire;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.81;0.97;;;;;;;;;;;;;;;
['Hanna Järveläinen '];Hanna;female;Spain;2019;1;S7.2.  Audiovisual perception of arousal, valence, and effort in contemporary cello performance;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.95;;;;;;;;;;;;;;;;
